Language,Threads,Tasks,Repetition,Energy_Joules,Peak_Memory_KB_RSS,Real_Time_Seconds
zig,64,1000,7,73.39,0,.25000000000000000000
zig,64,1000,8,73.69,2072,.27000000000000000000
zig,64,1000,9,78.25,2088,.26000000000000000000
zig,64,1000,10,73.92,0,.25000000000000000000
zig,2,10000,1,26.77,0,.21000000000000000000
zig,2,10000,2,21.94,0,.22000000000000000000
zig,2,10000,3,21.99,0,.21000000000000000000
zig,2,10000,4,22.00,0,.21000000000000000000
zig,2,10000,5,21.90,0,.22000000000000000000
zig,2,10000,6,21.91,0,.21000000000000000000
zig,2,10000,7,21.86,0,.21000000000000000000
zig,2,10000,8,21.70,0,.21000000000000000000
zig,2,10000,9,21.80,0,.21000000000000000000
zig,2,10000,10,21.75,0,.21000000000000000000
zig,4,10000,1,24.76,0,.21000000000000000000
zig,4,10000,2,24.96,0,.23000000000000000000
zig,4,10000,3,24.60,0,.21000000000000000000
zig,4,10000,4,24.65,0,.21000000000000000000
zig,4,10000,5,24.53,0,.21000000000000000000
zig,4,10000,6,24.91,2056,.22000000000000000000
zig,4,10000,7,24.59,0,.22000000000000000000
zig,4,10000,8,24.94,0,.23000000000000000000
zig,4,10000,9,24.51,0,.22000000000000000000
zig,4,10000,10,25.48,0,.21000000000000000000
zig,8,10000,1,28.72,0,.23000000000000000000
zig,8,10000,2,28.62,0,.23000000000000000000
zig,8,10000,3,28.56,0,.24000000000000000000
zig,8,10000,4,28.48,2084,.24000000000000000000
zig,8,10000,5,28.50,0,.23000000000000000000
zig,8,10000,6,28.51,0,.23000000000000000000
zig,8,10000,7,28.49,0,.24000000000000000000
zig,8,10000,8,28.61,0,.24000000000000000000
zig,8,10000,9,28.43,0,.24000000000000000000
zig,8,10000,10,28.47,0,.23000000000000000000
zig,16,10000,1,37.42,0,.24000000000000000000
zig,16,10000,2,36.50,0,.24000000000000000000
zig,16,10000,3,36.98,0,.24000000000000000000
zig,16,10000,4,36.51,0,.24000000000000000000
zig,16,10000,5,40.18,0,.24000000000000000000
zig,16,10000,6,36.40,0,.24000000000000000000
zig,16,10000,7,36.54,0,.24000000000000000000
zig,16,10000,8,37.29,0,.24000000000000000000
zig,16,10000,9,36.40,0,.23000000000000000000
zig,16,10000,10,36.13,0,.23000000000000000000
zig,32,10000,1,51.64,0,.24000000000000000000
zig,32,10000,2,51.40,0,.24000000000000000000
zig,32,10000,3,52.05,0,.24000000000000000000
zig,32,10000,4,51.46,0,.24000000000000000000
zig,32,10000,5,50.97,0,.24000000000000000000
zig,32,10000,6,51.31,0,.24000000000000000000
zig,32,10000,7,51.35,0,.24000000000000000000
zig,32,10000,8,51.64,0,.24000000000000000000
zig,32,10000,9,50.90,0,.24000000000000000000
zig,32,10000,10,51.38,0,.24000000000000000000
zig,64,10000,1,73.70,0,.25000000000000000000
zig,64,10000,2,73.24,2476,.25000000000000000000
zig,64,10000,3,73.56,0,.25000000000000000000
zig,64,10000,4,73.76,2084,.25000000000000000000
zig,64,10000,5,73.11,0,.25000000000000000000
zig,64,10000,6,73.77,2220,.25000000000000000000
zig,64,10000,7,73.89,0,.34000000000000000000
zig,64,10000,8,73.82,2300,.25000000000000000000
zig,64,10000,9,79.10,0,.25000000000000000000
zig,64,10000,10,82.83,0,.25000000000000000000
rust,2,100,1,28.21,1040,.23000000000000000000
rust,2,100,2,23.60,1052,.23000000000000000000
rust,2,100,3,23.28,1028,.23000000000000000000
rust,2,100,4,23.11,1080,.23000000000000000000
rust,2,100,5,23.25,1048,.23000000000000000000
rust,2,100,6,23.39,1064,.23000000000000000000
rust,2,100,7,23.14,0,.23000000000000000000
rust,2,100,8,23.16,1052,.23000000000000000000
rust,2,100,9,23.51,1024,.23000000000000000000
rust,2,100,10,23.34,1028,.23000000000000000000
rust,4,100,1,26.37,1060,.23000000000000000000
rust,4,100,2,26.18,1036,.24000000000000000000
rust,4,100,3,26.21,1060,.23000000000000000000
rust,4,100,4,25.98,1060,.23000000000000000000
rust,4,100,5,26.05,0,.24000000000000000000
rust,4,100,6,26.36,1052,.23000000000000000000
rust,4,100,7,26.21,1048,.23000000000000000000
rust,4,100,8,26.20,1076,.23000000000000000000
rust,4,100,9,26.20,1084,.23000000000000000000
rust,4,100,10,26.13,1048,.23000000000000000000
rust,8,100,1,30.40,1048,.25000000000000000000
rust,8,100,2,30.42,1052,.25000000000000000000
rust,8,100,3,30.06,1052,.25000000000000000000
rust,8,100,4,30.26,1036,.25000000000000000000
rust,8,100,5,30.34,1044,.25000000000000000000
rust,8,100,6,30.26,1028,.25000000000000000000
rust,8,100,7,30.37,1052,.25000000000000000000
rust,8,100,8,30.53,1052,.25000000000000000000
rust,8,100,9,30.24,1028,.25000000000000000000
rust,8,100,10,30.41,1080,.25000000000000000000
rust,16,100,1,38.76,1040,.25000000000000000000
rust,16,100,2,38.81,1080,.25000000000000000000
rust,16,100,3,39.08,1080,.25000000000000000000
rust,16,100,4,38.17,1072,.25000000000000000000
rust,16,100,5,38.32,1084,.26000000000000000000
rust,16,100,6,38.52,2088,.25000000000000000000
rust,16,100,7,38.52,0,.25000000000000000000
rust,16,100,8,39.11,1044,.25000000000000000000
rust,16,100,9,38.43,1080,.25000000000000000000
rust,16,100,10,38.71,1068,.26000000000000000000
rust,32,100,1,54.16,1028,.25000000000000000000
rust,32,100,2,54.56,1028,.25000000000000000000
rust,32,100,3,53.48,1072,.25000000000000000000
rust,32,100,4,55.30,1072,.25000000000000000000
rust,32,100,5,53.74,1052,.25000000000000000000
rust,32,100,6,54.08,1052,.25000000000000000000
rust,32,100,7,59.92,1036,.25000000000000000000
rust,32,100,8,54.42,1080,.25000000000000000000
rust,32,100,9,54.15,1060,.25000000000000000000
rust,32,100,10,53.83,1060,.26000000000000000000
rust,64,100,1,88.13,1068,.27000000000000000000
rust,64,100,2,87.67,1036,.27000000000000000000
rust,64,100,3,82.34,1080,.32000000000000000000
rust,64,100,4,87.91,1028,.27000000000000000000
rust,64,100,5,81.23,1028,.27000000000000000000
rust,64,100,6,82.56,1072,.27000000000000000000
rust,64,100,7,78.60,1072,.28000000000000000000
rust,64,100,8,78.13,1024,.27000000000000000000
rust,64,100,9,77.91,1072,.28000000000000000000
rust,64,100,10,81.25,1036,.27000000000000000000
rust,2,1000,1,28.48,1044,.23000000000000000000
rust,2,1000,2,23.78,1044,.23000000000000000000
rust,2,1000,3,24.25,1080,.23000000000000000000
rust,2,1000,4,23.62,1080,.23000000000000000000
rust,2,1000,5,23.35,1064,.23000000000000000000
rust,2,1000,6,23.06,1028,.22000000000000000000
rust,2,1000,7,23.30,1064,.23000000000000000000
rust,2,1000,8,23.31,1056,.23000000000000000000
rust,2,1000,9,23.29,1072,.23000000000000000000
rust,2,1000,10,23.15,1024,.23000000000000000000
rust,4,1000,1,26.31,1072,.23000000000000000000
rust,4,1000,2,25.98,1056,.23000000000000000000
rust,4,1000,3,26.38,1072,.23000000000000000000
rust,4,1000,4,26.12,1044,.23000000000000000000
rust,4,1000,5,26.22,1072,.23000000000000000000
rust,4,1000,6,26.19,1056,.23000000000000000000
rust,4,1000,7,26.32,1080,.23000000000000000000
rust,4,1000,8,26.18,1048,.24000000000000000000
rust,4,1000,9,26.10,1056,.23000000000000000000
rust,4,1000,10,26.23,1052,.23000000000000000000
rust,8,1000,1,30.32,1024,.25000000000000000000
rust,8,1000,2,29.96,0,.25000000000000000000
rust,8,1000,3,30.22,1072,.25000000000000000000
rust,8,1000,4,30.16,1036,.25000000000000000000
rust,8,1000,5,30.27,1048,.25000000000000000000
rust,8,1000,6,30.27,1068,.25000000000000000000
rust,8,1000,7,30.23,1068,.25000000000000000000
rust,8,1000,8,30.28,1044,.25000000000000000000
rust,8,1000,9,30.20,1080,.26000000000000000000
rust,8,1000,10,30.41,0,.25000000000000000000
rust,16,1000,1,38.49,1072,.25000000000000000000
rust,16,1000,2,38.48,1072,.25000000000000000000
rust,16,1000,3,38.57,1044,.25000000000000000000
rust,16,1000,4,38.18,1068,.25000000000000000000
rust,16,1000,5,38.56,1084,.28000000000000000000
rust,16,1000,6,38.21,1052,.25000000000000000000
rust,16,1000,7,38.62,1036,.25000000000000000000
rust,16,1000,8,38.79,1052,.25000000000000000000
rust,16,1000,9,38.50,1084,.25000000000000000000
rust,16,1000,10,38.36,1076,.26000000000000000000
rust,32,1000,1,53.68,1028,.26000000000000000000
rust,32,1000,2,54.62,1044,.25000000000000000000
rust,32,1000,3,54.06,1028,.25000000000000000000
rust,32,1000,4,54.11,1032,.26000000000000000000
rust,32,1000,5,54.01,1048,.26000000000000000000
rust,32,1000,6,53.89,1040,.26000000000000000000
rust,32,1000,7,53.53,1028,.25000000000000000000
rust,32,1000,8,53.47,1068,.25000000000000000000
rust,32,1000,9,53.88,1048,.26000000000000000000
rust,32,1000,10,53.40,1040,.25000000000000000000
rust,64,1000,1,82.86,1064,.27000000000000000000
rust,64,1000,2,78.62,1072,.27000000000000000000
rust,64,1000,3,77.97,1072,.27000000000000000000
rust,64,1000,4,88.07,1068,.28000000000000000000
rust,64,1000,5,79.91,1064,.27000000000000000000
rust,64,1000,6,78.30,1060,.28000000000000000000
rust,64,1000,7,78.14,1072,.29000000000000000000
rust,64,1000,8,78.69,1040,.31000000000000000000
rust,64,1000,9,77.75,1024,.27000000000000000000
rust,64,1000,10,77.69,1044,.27000000000000000000
rust,2,10000,1,28.47,1036,.23000000000000000000
rust,2,10000,2,23.84,1064,.23000000000000000000
rust,2,10000,3,23.29,1024,.23000000000000000000
rust,2,10000,4,23.37,1028,.23000000000000000000
rust,2,10000,5,23.28,1064,.23000000000000000000
rust,2,10000,6,23.29,1032,.23000000000000000000
rust,2,10000,7,23.26,1052,.23000000000000000000
rust,2,10000,8,23.40,1064,.23000000000000000000
rust,2,10000,9,23.14,1072,.23000000000000000000
rust,2,10000,10,23.37,1080,.23000000000000000000
rust,4,10000,1,26.30,1056,.23000000000000000000
rust,4,10000,2,26.17,1048,.24000000000000000000
rust,4,10000,3,25.97,1068,.23000000000000000000
rust,4,10000,4,26.31,1044,.24000000000000000000
rust,4,10000,5,25.86,1084,.23000000000000000000
rust,4,10000,6,26.24,0,.23000000000000000000
rust,4,10000,7,26.14,1036,.24000000000000000000
rust,4,10000,8,25.96,1044,.23000000000000000000
rust,4,10000,9,26.52,1056,.23000000000000000000
rust,4,10000,10,26.31,1028,.24000000000000000000
rust,8,10000,1,30.38,1060,.25000000000000000000
rust,8,10000,2,30.21,1072,.25000000000000000000
rust,8,10000,3,30.32,1028,.25000000000000000000
rust,8,10000,4,30.48,1072,.25000000000000000000
rust,8,10000,5,30.11,1044,.25000000000000000000
rust,8,10000,6,30.41,1028,.25000000000000000000
rust,8,10000,7,30.24,1068,.25000000000000000000
rust,8,10000,8,30.26,1028,.25000000000000000000
rust,8,10000,9,30.70,1048,.25000000000000000000
rust,8,10000,10,30.20,1028,.25000000000000000000
rust,16,10000,1,38.76,1048,.25000000000000000000
rust,16,10000,2,38.43,1024,.25000000000000000000
rust,16,10000,3,38.46,1032,.25000000000000000000
rust,16,10000,4,38.40,1072,.25000000000000000000
rust,16,10000,5,38.44,1048,.25000000000000000000
rust,16,10000,6,38.75,1036,.25000000000000000000
rust,16,10000,7,38.40,1052,.26000000000000000000
rust,16,10000,8,38.33,1064,.25000000000000000000
rust,16,10000,9,38.36,1068,.25000000000000000000
rust,16,10000,10,38.57,1072,.25000000000000000000
rust,32,10000,1,54.01,1040,.26000000000000000000
rust,32,10000,2,54.05,1024,.25000000000000000000
rust,32,10000,3,54.21,1048,.25000000000000000000
rust,32,10000,4,54.63,0,.26000000000000000000
rust,32,10000,5,54.18,1084,.26000000000000000000
rust,32,10000,6,54.34,1028,.26000000000000000000
rust,32,10000,7,53.96,1052,.25000000000000000000
rust,32,10000,8,56.43,1072,.25000000000000000000
rust,32,10000,9,53.39,1032,.26000000000000000000
rust,32,10000,10,53.90,1052,.26000000000000000000
rust,64,10000,1,79.01,1064,.27000000000000000000
rust,64,10000,2,78.03,1068,.27000000000000000000
rust,64,10000,3,83.34,1072,.27000000000000000000
rust,64,10000,4,86.68,1076,.28000000000000000000
rust,64,10000,5,79.26,1084,.27000000000000000000
rust,64,10000,6,78.19,1024,.27000000000000000000
rust,64,10000,7,77.88,0,.27000000000000000000
rust,64,10000,8,77.77,1040,.27000000000000000000
rust,64,10000,9,81.84,1036,.27000000000000000000
rust,64,10000,10,78.13,1068,.27000000000000000000
c_gcc,2,100,1,762.05,1052,6.95000000000000000000
c_gcc,2,100,2,753.73,0,6.95000000000000000000
c_gcc,2,100,3,754.68,1056,7.22000000000000000000
c_gcc,2,100,4,803.48,1048,7.28000000000000000000
c_gcc,2,100,5,770.59,1080,7.08000000000000000000
c_gcc,2,100,6,775.55,1048,7.05000000000000000000
c_gcc,2,100,7,805.56,1048,7.18000000000000000000
c_gcc,2,100,8,776.75,1048,7.06000000000000000000
c_gcc,2,100,9,774.20,1068,7.02000000000000000000
c_gcc,2,100,10,775.35,1040,7.04000000000000000000
c_gcc,4,100,1,449.71,1028,3.58000000000000000000
c_gcc,4,100,2,447.20,1028,3.62000000000000000000
c_gcc,4,100,3,448.84,1052,3.63000000000000000000
c_gcc,4,100,4,446.85,1056,3.62000000000000000000
c_gcc,4,100,5,453.32,1028,3.61000000000000000000
c_gcc,4,100,6,450.20,1048,3.58000000000000000000
c_gcc,4,100,7,449.77,1056,3.66000000000000000000
c_gcc,4,100,8,450.14,1032,3.60000000000000000000
c_gcc,4,100,9,448.68,1056,3.62000000000000000000
c_gcc,4,100,10,450.35,1052,3.59000000000000000000
c_gcc,8,100,1,267.56,1036,2.06000000000000000000
c_gcc,8,100,2,265.89,1052,2.05000000000000000000
c_gcc,8,100,3,266.20,1068,2.05000000000000000000
c_gcc,8,100,4,267.13,1080,2.05000000000000000000
c_gcc,8,100,5,266.30,1052,2.05000000000000000000
c_gcc,8,100,6,265.52,1076,2.05000000000000000000
c_gcc,8,100,7,266.10,1036,2.05000000000000000000
c_gcc,8,100,8,265.66,1048,2.05000000000000000000
c_gcc,8,100,9,265.91,1028,2.05000000000000000000
c_gcc,8,100,10,265.82,1044,2.05000000000000000000
c_gcc,16,100,1,184.47,1036,1.10000000000000000000
c_gcc,16,100,2,182.96,1048,1.10000000000000000000
c_gcc,16,100,3,183.25,1048,1.10000000000000000000
c_gcc,16,100,4,183.25,1052,1.10000000000000000000
c_gcc,16,100,5,183.41,1052,1.10000000000000000000
c_gcc,16,100,6,183.32,1052,1.10000000000000000000
c_gcc,16,100,7,183.29,1060,1.10000000000000000000
c_gcc,16,100,8,183.23,1028,1.10000000000000000000
c_gcc,16,100,9,183.09,1060,1.10000000000000000000
c_gcc,16,100,10,183.10,1080,1.10000000000000000000
c_gcc,32,100,1,139.22,1048,.63000000000000000000
c_gcc,32,100,2,137.71,1052,.63000000000000000000
c_gcc,32,100,3,138.82,0,.63000000000000000000
c_gcc,32,100,4,137.74,0,.63000000000000000000
c_gcc,32,100,5,137.63,1052,.63000000000000000000
c_gcc,32,100,6,138.30,1052,.63000000000000000000
c_gcc,32,100,7,137.94,1036,.63000000000000000000
c_gcc,32,100,8,137.90,0,.63000000000000000000
c_gcc,32,100,9,137.80,1032,.63000000000000000000
c_gcc,32,100,10,138.73,1028,.63000000000000000000
c_gcc,64,100,1,98.16,1036,.34000000000000000000
c_gcc,64,100,2,97.81,1052,.35000000000000000000
c_gcc,64,100,3,97.27,1028,.34000000000000000000
c_gcc,64,100,4,96.78,0,.34000000000000000000
c_gcc,64,100,5,96.90,1080,.34000000000000000000
c_gcc,64,100,6,96.99,1036,.34000000000000000000
c_gcc,64,100,7,97.06,1048,.34000000000000000000
c_gcc,64,100,8,97.49,1056,.34000000000000000000
c_gcc,64,100,9,97.03,1060,.34000000000000000000
c_gcc,64,100,10,98.40,1028,.34000000000000000000
c_gcc,2,1000,1,7733.07,1080,70.02000000000000000000
c_gcc,2,1000,2,7739.99,1052,70.06000000000000000000
c_gcc,2,1000,3,7794.12,1056,73.16000000000000000000
c_gcc,2,1000,4,10380.52,1080,73.02000000000000000000
c_gcc,2,1000,5,7784.43,1052,70.15000000000000000000
c_gcc,2,1000,6,7722.01,1056,70.20000000000000000000
c_gcc,2,1000,7,7746.24,1052,70.65000000000000000000
c_gcc,2,1000,8,7735.19,1052,70.13000000000000000000
c_gcc,2,1000,9,7725.16,1056,70.08000000000000000000
c_gcc,2,1000,10,7729.85,1048,70.29000000000000000000
c_gcc,4,1000,1,4491.06,1080,36.52000000000000000000
c_gcc,4,1000,2,4497.53,1040,36.04000000000000000000
c_gcc,4,1000,3,4511.12,1052,35.94000000000000000000
c_gcc,4,1000,4,4521.52,0,35.81000000000000000000
c_gcc,4,1000,5,4509.92,0,35.61000000000000000000
c_gcc,4,1000,6,4513.54,1052,35.88000000000000000000
c_gcc,4,1000,7,4524.65,1028,35.67000000000000000000
c_gcc,4,1000,8,4511.57,1080,35.65000000000000000000
c_gcc,4,1000,9,4505.65,1048,35.92000000000000000000
c_gcc,4,1000,10,4525.07,1036,35.70000000000000000000
c_gcc,8,1000,1,2613.18,1028,19.88000000000000000000
c_gcc,8,1000,2,2609.81,1056,19.87000000000000000000
c_gcc,8,1000,3,2609.93,1052,19.87000000000000000000
c_gcc,8,1000,4,2613.71,1060,19.88000000000000000000
c_gcc,8,1000,5,2608.42,1028,19.87000000000000000000
c_gcc,8,1000,6,2604.33,1056,19.86000000000000000000
c_gcc,8,1000,7,2609.95,1036,19.88000000000000000000
c_gcc,8,1000,8,2610.31,0,19.88000000000000000000
c_gcc,8,1000,9,2609.67,1060,19.87000000000000000000
c_gcc,8,1000,10,2616.19,1052,19.83000000000000000000
c_gcc,16,1000,1,1746.07,1052,9.94000000000000000000
c_gcc,16,1000,2,1747.94,1080,9.94000000000000000000
c_gcc,16,1000,3,1749.60,1076,9.95000000000000000000
c_gcc,16,1000,4,1750.50,1080,9.95000000000000000000
c_gcc,16,1000,5,1751.51,1052,9.95000000000000000000
c_gcc,16,1000,6,1752.15,1036,9.94000000000000000000
c_gcc,16,1000,7,1749.64,1028,9.94000000000000000000
c_gcc,16,1000,8,1751.32,1052,9.94000000000000000000
c_gcc,16,1000,9,1752.15,1036,9.94000000000000000000
c_gcc,16,1000,10,1753.94,1036,9.94000000000000000000
c_gcc,32,1000,1,1282.89,1036,5.05000000000000000000
c_gcc,32,1000,2,1285.50,1032,5.05000000000000000000
c_gcc,32,1000,3,1288.13,0,5.05000000000000000000
c_gcc,32,1000,4,1295.21,0,5.05000000000000000000
c_gcc,32,1000,5,1293.78,1036,5.05000000000000000000
c_gcc,32,1000,6,1299.96,1052,5.05000000000000000000
c_gcc,32,1000,7,1295.98,1056,5.05000000000000000000
c_gcc,32,1000,8,1295.37,1052,5.05000000000000000000
c_gcc,32,1000,9,1301.20,0,5.05000000000000000000
c_gcc,32,1000,10,1296.79,1056,5.05000000000000000000
c_gcc,64,1000,1,844.10,0,2.96000000000000000000
c_gcc,64,1000,2,842.45,1048,2.95000000000000000000
c_gcc,64,1000,3,842.97,0,2.95000000000000000000
c_gcc,64,1000,4,841.18,0,2.95000000000000000000
c_gcc,64,1000,5,842.39,1052,2.95000000000000000000
c_gcc,64,1000,6,841.70,1072,2.96000000000000000000
c_gcc,64,1000,7,842.66,1028,2.95000000000000000000
c_gcc,64,1000,8,843.20,1080,2.95000000000000000000
c_gcc,64,1000,9,841.43,1036,2.95000000000000000000
c_gcc,64,1000,10,844.19,1052,2.95000000000000000000
c_gcc,2,10000,1,77541.20,1028,700.63000000000000000000
c_gcc,2,10000,2,77212.65,1040,700.35000000000000000000
c_gcc,2,10000,3,77239.49,1056,700.59000000000000000000
c_gcc,2,10000,4,77178.19,1036,700.48000000000000000000
c_gcc,2,10000,5,77234.16,1036,700.46000000000000000000
c_gcc,2,10000,6,77367.20,1052,702.95000000000000000000
c_gcc,2,10000,7,77323.65,1056,703.50000000000000000000
c_gcc,2,10000,8,77368.09,1048,700.78000000000000000000
c_gcc,2,10000,9,77310.86,1028,700.17000000000000000000
c_gcc,2,10000,10,77351.66,1060,700.39000000000000000000
c_gcc,4,10000,1,45175.23,1060,357.12000000000000000000
c_gcc,4,10000,2,45613.73,1048,347.49000000000000000000
c_gcc,4,10000,3,45292.22,1048,346.91000000000000000000
c_gcc,4,10000,4,45626.95,1052,346.96000000000000000000
c_gcc,4,10000,5,45607.41,1048,346.97000000000000000000
c_gcc,4,10000,6,45614.84,1048,346.92000000000000000000
c_gcc,4,10000,7,45582.58,1048,347.02000000000000000000
c_gcc,4,10000,8,45562.31,1028,346.95000000000000000000
c_gcc,4,10000,9,45556.56,1060,346.94000000000000000000
c_gcc,4,10000,10,45543.52,1032,346.92000000000000000000
c_gcc,8,10000,1,25876.88,1060,197.22000000000000000000
c_gcc,8,10000,2,25894.26,1052,197.28000000000000000000
c_gcc,8,10000,3,25915.92,1036,197.33000000000000000000
c_gcc,8,10000,4,25928.72,1052,197.23000000000000000000
c_gcc,8,10000,5,25920.89,1028,197.29000000000000000000
c_gcc,8,10000,6,25924.79,1028,197.31000000000000000000
c_gcc,8,10000,7,25928.54,1048,197.27000000000000000000
c_gcc,8,10000,8,25934.91,1028,197.30000000000000000000
c_gcc,8,10000,9,25928.86,1036,197.26000000000000000000
c_gcc,8,10000,10,25937.40,1068,197.33000000000000000000
c_gcc,16,10000,1,17452.05,1040,98.69000000000000000000
c_gcc,16,10000,2,17493.50,1052,98.69000000000000000000
c_gcc,16,10000,3,17507.16,1028,98.68000000000000000000
c_gcc,16,10000,4,17519.64,1052,98.64000000000000000000
c_gcc,16,10000,5,17512.97,0,98.65000000000000000000
c_gcc,16,10000,6,17523.82,1028,98.70000000000000000000
c_gcc,16,10000,7,17528.06,1052,98.70000000000000000000
c_gcc,16,10000,8,17525.24,1052,98.67000000000000000000
c_gcc,16,10000,9,17524.51,1080,98.66000000000000000000
c_gcc,16,10000,10,17534.92,1068,98.67000000000000000000
c_gcc,32,10000,1,12921.37,1052,49.52000000000000000000
c_gcc,32,10000,2,13010.62,1036,49.47000000000000000000
c_gcc,32,10000,3,13092.95,1052,49.50000000000000000000
c_gcc,32,10000,4,13095.08,1056,49.44000000000000000000
c_gcc,32,10000,5,13174.50,1028,49.41000000000000000000
c_gcc,32,10000,6,13230.18,1056,49.46000000000000000000
c_gcc,32,10000,7,13225.61,1028,49.44000000000000000000
c_gcc,32,10000,8,13184.44,1060,49.44000000000000000000
c_gcc,32,10000,9,13184.38,1060,49.49000000000000000000
c_gcc,32,10000,10,13184.74,1048,49.42000000000000000000
c_gcc,64,10000,1,8412.39,1052,29.47000000000000000000
c_gcc,64,10000,2,8405.90,1080,29.48000000000000000000
c_gcc,64,10000,3,8403.75,1052,29.48000000000000000000
c_gcc,64,10000,4,8416.45,1048,29.50000000000000000000
c_gcc,64,10000,5,8417.48,1052,29.49000000000000000000
c_gcc,64,10000,6,8419.32,1048,29.49000000000000000000
c_gcc,64,10000,7,8419.09,0,29.50000000000000000000
c_gcc,64,10000,8,8422.73,0,29.48000000000000000000
c_gcc,64,10000,9,8416.46,1052,29.50000000000000000000
c_gcc,64,10000,10,8421.80,1060,29.50000000000000000000
